label,sms
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment   
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served   "
ham,I've not sent it. He can send me.   
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week   
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.   
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop   "
ham,Ok. Very good. Its all about making that money.   
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt   
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..   "
ham,I cant pick the phone right now. Pls send a message   
ham,Hey come online! Use msn... We are all there   
ham,Well welp is sort of a semiobscure internet thing   
ham,I want  &lt;#&gt;  rs da:)do you have it?   
ham,Did you stitch his trouser   
ham,No..few hours before.went to hair cut .   
ham,"Yes obviously, but you are the eggs-pert and the potato head‰Û_ Speak soon!    "
ham,Hi.what you think about match?   
ham,So why didnt you holla?   
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?   
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""   "
ham,Take us out shopping and Mark will distract Isaiah.=D   
ham,Ok. I asked for money how far   
spam,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+   
ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.   
spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18   "
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR   "
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.   
ham,"Sorry that took so long, omw now   "
ham,Dear i am not denying your words please   
ham,Sen told that he is going to join his uncle finance in cbe   
ham,I dont. Can you send it to me. Plus how's mode.   
ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!    "
ham,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..   
ham,Just send a text. We'll skype later.   
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.   
ham,"Yo, any way we could pick something up tonight?   "
ham,Oh is it! Which brand?   
ham,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.   
ham,You can jot down things you want to remember later.   
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""   "
ham,Ok lor. Msg me b4 u call.   
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..   
ham,"Good! No, don‰Û÷t need any receipts‰ÛÓwell done! (‰Û_) Yes, please tell . What‰Û÷s her number, i could ring her   "
ham,Need a coffee run tomo?Can't believe it's that time of week already   
ham,Nobody can decide where to eat and dad wants Chinese   
ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.   
ham,Lolnice. I went from a fish to ..water.?   
ham,Good morning princess! How are you?   
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ   
ham,I'm in a movie... Collect car oredi...   
ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?   
ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt;    
ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX   
ham,And stop being an old man. You get to build snowman snow angels and snowball fights.   
ham,Hey we can go jazz power yoga hip hop kb and yogasana    
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?   
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary   "
ham,Easy ah?sen got selected means its good..   
ham,You should change your fb to jaykwon thuglyfe falconerf   
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...   "
spam,88066 FROM 88066 LOST 3POUND HELP   
ham,Shuhui has bought ron's present it's a swatch watch...   
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.   
ham,You bad girl. I can still remember them   
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088   "
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201   
ham,"That's fine, I'll bitch at you about it later then   "
ham,"Text me when you get off, don't call, my phones having problems   "
ham,Are you the cutest girl in the world or what   
ham,I'll reach in ard 20 mins ok...   
ham,Thanx a lot...   
ham,You didnt complete your gist oh.   
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!    
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.   
ham,Aah bless! How's your arm?   
ham,PICK UR FONE UP NOW U DUMB?   
ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.   
ham,"Oh, then your phone phoned me but it disconnected   "
ham,I'm not. She lip synced with shangela.   
ham,Just got to  &lt;#&gt;   
spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O å£250 3 WANT å£800   
ham,U ned to convince him tht its not possible witot hurting his feeling its the main   
ham,"\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS U NO THECD ISV.IMPORTANT TOME 4 2MORO\"""" "
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...   
ham,No let me do the math. Your not good at it.   
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw   
ham,Waiting in e car 4 my mum lor. U leh? Reach home already?   
ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.   
ham,"Cool, what time you think you can get here?   "
ham,Do you think i can move  &lt;#&gt;  in a week   
ham,K tell me anything about you.   
ham,All e best 4 ur exam later.   
ham,"Are you being good, baby? :)   "
ham,Well thats nice. Too bad i cant eat it   
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt;    
ham,Should I have picked up a receipt or something earlier   
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)   
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3   
ham,Huh i cant thk of more oredi how many pages do we have?   
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?   "
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side   
ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.   "
spam,You have 1 new message. Please call 08712400200.   
ham,Ok pa. Nothing problem:-)   
ham,"Its ok chikku, and its my 1 of favourite song..:-)   "
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K   
ham,Men like shorter ladies. Gaze up into his eyes.   
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.   
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola   
ham,I know you are serving. I mean what are you doing now.   
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end   
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!   
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.   "
ham,Wanna do some art?! :D   
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.   
ham,Ok. I only ask abt e movie. U wan ktv oso?   
ham,Any way where are you and what doing.   
ham,I'll be at mu in like  &lt;#&gt;  seconds   
ham,Yes:)from last week itself i'm taking live call.   
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.   
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)   "
ham,How much it will cost approx . Per month.   
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz   
ham,Just come home. I don't want u to be miserable   
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send   "
ham,Can Ì_ all decide faster cos my sis going home liao..   
ham,I'm okay. Chasing the dream. What's good. What are you doing next.   
ham,"Sorry, I'll call later in meeting   "
spam,You have won a guaranteed 32000 award or maybe even å£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???   
spam,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p   
ham,How much for an eighth?   
ham,Dude just saw a parked car with its sunroof popped up. Sux   
ham,Wat's da model num of ur phone?   
ham,In e msg jus now. U said thanks for gift.   
ham,"I'm outside islands, head towards hard rock and you'll run into me   "
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?    
ham,Hello- thanx for taking that call. I got a job! Starts on monday!   
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL   "
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits   "
ham,Detroit. The home of snow. Enjoy it.   
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*   
ham,Anything lor but toa payoh got place 2 walk meh...   
ham,Its  &lt;#&gt; k here oh. Should i send home for sale.   
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj   "
ham,No..jst change tat only..   
ham,Pls go there today  &lt;#&gt; . I dont want any excuses   
ham,"Aight, can you text me the address?   "
ham,Delhi and chennai still silent.   
spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop   
ham,I'm working technical support :)voice process.   
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.   "
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.   
ham,I reach home safe n sound liao...   
ham,I think just yourself ‰Û_Thanks and see you tomo   
